Id	Code	Name	Concept Class Id	Domain	Vocabulary	Invalid Reason	Standard Concept
42483093	OMOP418692	Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler	Clinical Drug	Drug	RxNorm Extension	Invalid	Non-standard
4250459	408013007	Mometasone 400micrograms/dose dry powder inhaler	Pharma/Biol Product	Drug	SNOMED	Invalid	Non-standard
4255031	408026006	Mometasone 200micrograms/dose dry powder inhaler	Pharma/Biol Product	Drug	SNOMED	Invalid	Non-standard
42620383	OMOP2800578	Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler	Clinical Drug	Drug	RxNorm Extension	Invalid	Non-standard
42620979	OMOP2800910	Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler [Asmanex]	Branded Drug	Drug	RxNorm Extension	Invalid	Non-standard
42621141	OMOP2800165	30 ACTUAT Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler	Quant Clinical Drug	Drug	RxNorm Extension	Invalid	Non-standard
42621142	OMOP2801118	30 ACTUAT Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler [Asmanex]	Quant Branded Drug	Drug	RxNorm Extension	Invalid	Non-standard
42621145	OMOP2800150	60 ACTUAT Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler	Quant Clinical Drug	Drug	RxNorm Extension	Invalid	Non-standard
42621146	OMOP2801426	60 ACTUAT Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler [Asmanex]	Quant Branded Drug	Drug	RxNorm Extension	Invalid	Non-standard
42902350	1359463	mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler [Asmanex]	Branded Drug	Drug	RxNorm	Valid	Standard
42902386	1359499	mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler	Clinical Drug	Drug	RxNorm	Valid	Standard
42902498	1359611	mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	Branded Drug	Drug	RxNorm	Valid	Standard
42902513	1359626	mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler	Clinical Drug	Drug	RxNorm	Valid	Standard
43144457	OMOP488306	Mometasone Dry Powder Inhaler [ASMANEX TWISTHALER]	Branded Drug Form	Drug	RxNorm Extension	Invalid	Non-standard
43144460	OMOP488395	Mometasone 0.2 MG Dry Powder Inhaler	Clinical Drug	Drug	RxNorm Extension	Valid	Standard
43166605	OMOP488404	Mometasone 0.2 MG Dry Powder Inhaler [Asmanex]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
43177632	OMOP488554	Mometasone 0.37 MG Dry Powder Inhaler [ASMANEX TWISTHALER]	Branded Drug	Drug	RxNorm Extension	Invalid	Non-standard
43199618	OMOP488547	Mometasone 0.37 MG Dry Powder Inhaler	Clinical Drug	Drug	RxNorm Extension	Valid	Standard
43210393	OMOP488412	Mometasone 0.2 MG Dry Powder Inhaler [Asmanex] by Merck	Marketed Product	Drug	RxNorm Extension	Valid	Standard
43210397	OMOP488559	Mometasone 0.37 MG Dry Powder Inhaler [Asmanex] by Merck	Marketed Product	Drug	RxNorm Extension	Valid	Standard
44060275	OMOP1054906	Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler [ASMANEX TWISTHALER]	Branded Drug	Drug	RxNorm Extension	Invalid	Non-standard
44060276	OMOP1054907	Mometasone 0.4 MG/ACTUAT Dry Powder Inhaler [ASMANEX TWISTHALER]	Branded Drug	Drug	RxNorm Extension	Invalid	Non-standard
44085977	OMOP1080608	Mometasone 0.11 MG/ACTUAT Dry Powder Inhaler [ASMANEX TWISTHALER]	Branded Drug	Drug	RxNorm Extension	Invalid	Non-standard
44097090	OMOP1091721	Mometasone 0.1 MG/ACTUAT Dry Powder Inhaler	Clinical Drug	Drug	RxNorm Extension	Invalid	Non-standard
44101591	OMOP1096222	Mometasone 0.11 MG/ACTUAT Dry Powder Inhaler [Asmanex] by Merck	Marketed Product	Drug	RxNorm Extension	Valid	Standard
44114445	OMOP1109076	Mometasone 0.4 MG/ACTUAT Dry Powder Inhaler [ASMANEX TWISTHALER] by Merck	Marketed Product	Drug	RxNorm Extension	Invalid	Non-standard
44123121	OMOP1117752	Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler	Clinical Drug	Drug	RxNorm Extension	Invalid	Non-standard
44127577	OMOP1122208	Mometasone 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex] by Merck	Marketed Product	Drug	RxNorm Extension	Valid	Standard
44216210	OMOP3092933	14 ACTUAT Mometasone 0.4 MG/ACTUAT Dry Powder Inhaler [Asmanex]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
44216211	OMOP3092934	14 ACTUAT Mometasone 0.4 MG/ACTUAT Dry Powder Inhaler	Quant Clinical Drug	Drug	RxNorm Extension	Valid	Standard
44216212	OMOP3092935	14 ACTUAT Mometasone 0.4 MG/ACTUAT Dry Powder Inhaler [Asmanex] by Merck	Marketed Product	Drug	RxNorm Extension	Valid	Standard
44838710	00085134103	30 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Invalid	Non-standard
44855886	00085134101	120 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
44872849	00085134102	60 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
44890070	00085134105	14 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
44896850	35356009914	14 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
44901169	54868554700	60 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
44957964	00085146106	7 ACTUAT mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
44991864	00085134104	14 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
45009017	00085134107	30 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
45105178	54868554701	30 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
45190393	54868554702	14 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
45299281	00085146102	30 ACTUAT mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
45350267	00085134106	14 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
45350269	00085146107	7 ACTUAT mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler [Asmanex]	11-digit NDC	Drug	NDC	Valid	Non-standard
45974593	4053911000001106	Mometasone 400micrograms/dose dry powder inhaler	Pharma/Biol Product	Drug	SNOMED	Invalid	Non-standard
45974594	4053811000001101	Mometasone 200micrograms/dose dry powder inhaler	Pharma/Biol Product	Drug	SNOMED	Invalid	Non-standard
46099391	4045211000001100	Mometasone 200micrograms/dose dry powder inhaler 60 dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46099392	4045111000001106	Mometasone 200micrograms/dose dry powder inhaler 30 dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46099398	4043311000001107	Mometasone 400micrograms/dose dry powder inhaler 60 dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46099399	4043211000001104	Mometasone 400micrograms/dose dry powder inhaler 30 dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
905271	746811	14 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	Quant Branded Drug	Drug	RxNorm	Valid	Standard
905292	746812	30 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler	Quant Clinical Drug	Drug	RxNorm	Valid	Standard
905293	746813	30 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	Quant Branded Drug	Drug	RxNorm	Valid	Standard
905294	746814	60 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler	Quant Clinical Drug	Drug	RxNorm	Valid	Standard
905295	746815	60 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex]	Quant Branded Drug	Drug	RxNorm	Valid	Standard
