Id	Code	Name	Concept Class Id	Domain	Vocabulary	Invalid Reason	Standard Concept
21223834	30004311000001102	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21229433	11005811000001101	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Actavis UK Ltd) 20 unit dose 4 x 5 unit dose vials	AMPP	Drug	dm+d	Valid	Non-standard
21230398	15060711000001104	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21239281	10326511000001109	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21239956	13186411000001107	Budesonide 1mg/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21247813	10273711000001101	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Teva UK Ltd) 20 unit dose 4 x 5 unit dose vials	AMPP	Drug	dm+d	Valid	Non-standard
21247839	10326811000001107	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21249680	17809811000001102	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21257904	10274211000001106	Budesonide 1mg/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21258532	13186811000001109	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21260140	21804611000001101	Budesonide 1mg/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21267151	13187011000001100	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Dowelhurst Ltd) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21268495	18507111000001107	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21269443	22622511000001109	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21276582	10453211000001107	Budesonide 1mg/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21278076	17809311000001106	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21279504	29775411000001101	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21284994	10326611000001108	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21285001	10348011000001100	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21288750	29775511000001102	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21295214	10347711000001104	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21297781	22622411000001105	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21300843	3636211000001101	Budesonide 1mg/2ml nebuliser liquid unit dose vials 20 unit dose	VMPP	Drug	dm+d	Valid	Non-standard
21303719	10453111000001101	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21303900	11005611000001100	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Actavis UK Ltd) 20 unit dose 4 x 5 unit dose vials	AMPP	Drug	dm+d	Valid	Non-standard
21304377	13186511000001106	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Dowelhurst Ltd) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21305756	18507311000001109	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21307516	30004611000001107	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd) 20 unit dose	AMPP	Drug	dm+d	Valid	Non-standard
21313784	10453011000001102	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21314857	15060511000001109	Budesonide 1mg/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21315587	18507011000001106	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21316305	22622611000001108	Budesonide 1mg/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
21316909	30004511000001108	Budesonide 1mg/2ml nebuliser liquid unit dose vials	AMP	Drug	dm+d	Valid	Non-standard
4154977	320569003	Budesonide 500micrograms/2mL nebulization unit	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
4156389	320570002	Budesonide 1mg/2mL nebulization unit	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
44038416	OMOP1033047	Budesonide 0.125 MG/ML Inhalant Solution [Pulmicort Nebuamp] by Astrazeneca	Marketed Product	Drug	RxNorm Extension	Valid	Standard
44055227	OMOP1049858	Budesonide 0.25 MG/ML [Pulmicort Nebuamp]	Branded Drug Comp	Drug	RxNorm Extension	Valid	Standard
44064528	OMOP1059159	Budesonide 0.5 MG/ML Inhalant Solution [Pulmicort Nebuamp] by Astrazeneca	Marketed Product	Drug	RxNorm Extension	Valid	Standard
44068206	OMOP1062837	Budesonide 0.5 MG/ML [Pulmicort Nebuamp]	Branded Drug Comp	Drug	RxNorm Extension	Valid	Standard
44077267	OMOP1071898	Budesonide 0.25 MG/ML Inhalant Solution [Pulmicort Nebuamp] by Astrazeneca	Marketed Product	Drug	RxNorm Extension	Valid	Standard
44083358	OMOP1077989	Budesonide Inhalant Solution [Pulmicort Nebuamp]	Branded Drug Form	Drug	RxNorm Extension	Valid	Standard
44106772	OMOP1101403	Budesonide 0.125 MG/ML [Pulmicort Nebuamp]	Branded Drug Comp	Drug	RxNorm Extension	Valid	Standard
44112769	OMOP1107400	Budesonide 0.125 MG/ML Inhalant Solution [Pulmicort Nebuamp]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
44112771	OMOP1107402	Budesonide 0.5 MG/ML Inhalant Solution [Pulmicort Nebuamp]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
44112772	OMOP1107403	Budesonide 0.25 MG/ML Inhalant Solution [Pulmicort Nebuamp]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
45717964	046525	BUDESONIDE 0.25 mg/2 mL INHALATION AMPUL FOR NEBULIZATION (ML)	GCN_SEQNO	Drug	GCN_SEQNO	Valid	Non-standard
45720244	018165	BUDESONIDE 1 mg/2 mL INHALATION AMPUL FOR NEBULIZATION (ML)	GCN_SEQNO	Drug	GCN_SEQNO	Valid	Non-standard
45729093	046526	BUDESONIDE 0.5 mg/2 mL INHALATION AMPUL FOR NEBULIZATION (ML)	GCN_SEQNO	Drug	GCN_SEQNO	Valid	Non-standard
45972960	3654511000001105	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
45972961	3654611000001109	Budesonide 1mg/2ml nebuliser liquid unit dose vials	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46005434	10272811000001101	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46005436	10273211000001108	Budesonide 1mg/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46005438	10273611000001105	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Teva UK Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46005441	10274211000001106	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Teva UK Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46005627	10326511000001109	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46005628	10326711000001104	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46005694	10347711000001104	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46005695	10347911000001102	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46006070	10453011000001102	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46006071	10453211000001107	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46007904	11005511000001104	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Actavis UK Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46007905	11005711000001109	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Actavis UK Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46014891	13186411000001107	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Dowelhurst Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46014893	13186811000001109	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Dowelhurst Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46022275	15060511000001109	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46033137	17809311000001106	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46033139	17810011000001102	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46035840	18507011000001106	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46035841	18507211000001101	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46047800	21804411000001104	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46047801	21804611000001101	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46050626	22622411000001105	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46050627	22622611000001108	Budesonide 1mg/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46100361	3636211000001101	Budesonide 1mg/2ml nebuliser liquid unit dose vials 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46100364	3634611000001108	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46140714	10273111000001102	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd) 20 unit dose 4 x 5 unit dose vials	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46140715	10273311000001100	Budesonide 1mg/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd) 20 unit dose 4 x 5 unit dose vials	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46140717	10273711000001101	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Teva UK Ltd) 20 unit dose 4 x 5 unit dose vials	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46140722	10274711000001104	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Teva UK Ltd) 20 unit dose 4 x 5 unit dose vials	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46140958	10326611000001108	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46140959	10326811000001107	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46141034	10347811000001107	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46141035	10348011000001100	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46141475	10453111000001101	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46141476	10453311000001104	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46143722	11005611000001100	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Actavis UK Ltd) 20 unit dose 4 x 5 unit dose vials	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46143723	11005811000001101	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Actavis UK Ltd) 20 unit dose 4 x 5 unit dose vials	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46151444	13186511000001106	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Dowelhurst Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46151446	13187011000001100	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Dowelhurst Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46159634	15060711000001104	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46171787	17809811000001102	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46171790	17810311000001104	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46174861	18507111000001107	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46174862	18507311000001109	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46189008	21804511000001100	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46189009	21804711000001105	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46192463	22622511000001109	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46192464	22622711000001104	Budesonide 1mg/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46262085	29775411000001101	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46262912	30004311000001102	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46262913	30004511000001108	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46268062	29775511000001102	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46269043	30004411000001109	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
46269044	30004611000001107	Budesonide 1mg/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd) 20 unit dose	Pharma/Biol Product	Drug	SNOMED	Valid	Non-standard
