Id	Code	Name	Concept Class Id	Domain	Vocabulary	Invalid Reason	Standard Concept
35754155	OMOP2755616	Beclomethasone 0.1 MG Metered Dose Inhaler Box of 112	Clinical Drug Box	Drug	RxNorm Extension	Valid	Standard
35754766	OMOP2756227	Beclomethasone 0.1 MG Metered Dose Inhaler [Becotide] Box of 100	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
35754767	OMOP2756228	Beclomethasone 0.2 MG Metered Dose Inhaler [Becotide]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
35754768	OMOP2756229	Beclomethasone 0.1 MG/ACTUAT Metered Dose Inhaler [Asmabec]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
35757573	OMOP2759034	Beclomethasone 0.1 MG Metered Dose Inhaler [Becotide] Box of 100 by Dowelhurst	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35757574	OMOP2759035	Beclomethasone 0.1 MG Metered Dose Inhaler by TEVA	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35757575	OMOP2759036	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase] Box of 120 by Mawdsley-Brooks	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35758866	OMOP2760327	Beclomethasone 0.1 MG Metered Dose Inhaler [Beconase] Box of 40	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
35758867	OMOP2760328	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase] Box of 112	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
35758868	OMOP2760329	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
35761733	OMOP2763194	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase] by Necessity Supplies	Marketed Product	Drug	RxNorm Extension	Invalid	Non-standard
35761734	OMOP2763195	Beclomethasone 0.2 MG Metered Dose Inhaler Box of 120 by TEVA	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35762202	OMOP2763663	Beclomethasone Metered Dose Inhaler [Pulvinal Beclometasone Dipropionate]	Branded Drug Form	Drug	RxNorm Extension	Valid	Standard
35762478	OMOP2763939	Beclomethasone 0.1 MG Metered Dose Inhaler Box of 40	Clinical Drug Box	Drug	RxNorm Extension	Valid	Standard
35763084	OMOP2764545	Beclomethasone 0.1 MG Metered Dose Inhaler [Becotide] Box of 112	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
35763085	OMOP2764546	Beclomethasone 0.1 MG Metered Dose Inhaler [Beconase]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
35763086	OMOP2764547	Beclomethasone 0.2 MG Metered Dose Inhaler [Becotide] Box of 100	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
35765812	OMOP2767273	Beclomethasone 0.2 MG Metered Dose Inhaler [Becotide] by Dowelhurst	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35765813	OMOP2767274	Beclomethasone 0.2 MG Metered Dose Inhaler [Becotide] by Glaxosmithkline	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35765814	OMOP2767275	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase] Box of 120 by Lexon	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35765815	OMOP2767276	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase] by Glaxosmithkline	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35766576	OMOP2768037	Beclomethasone 0.2 MG Metered Dose Inhaler Box of 112	Clinical Drug Box	Drug	RxNorm Extension	Valid	Standard
35770132	OMOP2771593	Beclomethasone 0.1 MG Metered Dose Inhaler [Beconase] Box of 40 by Glaxosmithkline	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35770133	OMOP2771594	Beclomethasone 0.2 MG Metered Dose Inhaler [Becotide] by Waymade	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35770134	OMOP2771595	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase] Box of 120 by Glaxosmithkline	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35770135	OMOP2771596	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase] by Mawdsley-Brooks	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35770136	OMOP2771597	Beclomethasone 0.2 MG Metered Dose Inhaler by TEVA	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35770137	OMOP2771598	Beclomethasone 0.1 MG/ACTUAT Metered Dose Inhaler [Asmabec] by Focus	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35770598	OMOP2772059	Beclomethasone Metered Dose Inhaler [Asmabec]	Branded Drug Form	Drug	RxNorm Extension	Valid	Standard
35770886	OMOP2772347	Beclomethasone 0.1 MG Metered Dose Inhaler Box of 120	Clinical Drug Box	Drug	RxNorm Extension	Valid	Standard
35770887	OMOP2772348	Beclomethasone 0.2 MG Metered Dose Inhaler Box of 40	Clinical Drug Box	Drug	RxNorm Extension	Valid	Standard
35770888	OMOP2772349	Beclomethasone 0.2 MG Metered Dose Inhaler Box of 30	Clinical Drug Box	Drug	RxNorm Extension	Valid	Standard
35771523	OMOP2772984	Beclomethasone 0.2 MG Metered Dose Inhaler [Becotide] Box of 30	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
35771524	OMOP2772985	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase] Box of 40	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
35771525	OMOP2772986	Beclomethasone 0.05 MG/ACTUAT Metered Dose Inhaler [Asmabec]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
35774391	OMOP2775852	Beclomethasone 0.1 MG Metered Dose Inhaler [Becotide] by Dowelhurst	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35774392	OMOP2775853	Beclomethasone 0.1 MG Metered Dose Inhaler [Beconase] Box of 112 by Glaxosmithkline	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35774393	OMOP2775854	Beclomethasone 0.2 MG Metered Dose Inhaler [Becotide] Box of 112 by Glaxosmithkline	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35774394	OMOP2775855	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase] Box of 112 by Glaxosmithkline	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35775125	OMOP2776586	Beclomethasone 0.2 MG Metered Dose Inhaler Box of 100	Clinical Drug Box	Drug	RxNorm Extension	Valid	Standard
35775664	OMOP2777125	Beclomethasone 0.1 MG Metered Dose Inhaler [Becotide]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
35775665	OMOP2777126	Beclomethasone 0.1 MG Metered Dose Inhaler [Beconase] Box of 120	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
35775666	OMOP2777127	Beclomethasone 0.1 MG Metered Dose Inhaler [Beconase] Box of 112	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
35775667	OMOP2777128	Beclomethasone 0.2 MG Metered Dose Inhaler [Beconase] Box of 120	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
35798361	OMOP2799822	100 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Asmabec]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
35798365	OMOP2799826	100 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Asmabec] by Focus	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35798375	OMOP2799836	100 ACTUAT Beclomethasone 0.1 MG/ACTUAT Metered Dose Inhaler [Pulvinal Beclometasone Dipropionate]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
35798379	OMOP2799840	100 ACTUAT Beclomethasone 0.1 MG/ACTUAT Metered Dose Inhaler [Pulvinal Beclometasone Dipropionate] by Chiesi	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35798381	OMOP2799842	100 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm Extension	Valid	Standard
35798485	OMOP2799946	200 ACTUAT Beclomethasone 0.1 MG/ACTUAT Metered Dose Inhaler [Asmabec] by Focus	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35798521	OMOP2799982	200 ACTUAT Beclomethasone 0.1 MG/ACTUAT Metered Dose Inhaler [Asmabec]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
35798576	OMOP2800037	200 ACTUAT Beclomethasone 0.05 MG/ACTUAT Metered Dose Inhaler [Asmabec]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
35798587	OMOP2800048	200 ACTUAT Beclomethasone 0.05 MG/ACTUAT Metered Dose Inhaler [Asmabec] by Focus	Marketed Product	Drug	RxNorm Extension	Valid	Standard
35798608	OMOP2800069	200 ACTUAT Beclomethasone 0.05 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm Extension	Valid	Standard
36177782	50090345900	Breath-Actuated 120 ACTUAT Beclomethasone Dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar]	11-digit NDC	Drug	NDC	Valid	Non-standard
36179408	68071169108	120 ACTUAT Beclomethasone Dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler [Qvar]	11-digit NDC	Drug	NDC	Valid	Non-standard
36418449	OMOP4760760	23 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet] Box of 3	Quant Branded Box	Drug	RxNorm Extension	Valid	Standard
36418450	OMOP4760761	23 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet] Box of 2	Quant Branded Box	Drug	RxNorm Extension	Valid	Standard
36418451	OMOP4760762	23 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet] Box of 1	Quant Branded Box	Drug	RxNorm Extension	Valid	Standard
36418452	OMOP4760763	23 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
36418453	OMOP4760764	23 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler Box of 3	Quant Clinical Box	Drug	RxNorm Extension	Valid	Standard
36418454	OMOP4760765	23 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler Box of 2	Quant Clinical Box	Drug	RxNorm Extension	Valid	Standard
36418455	OMOP4760766	23 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler Box of 1	Quant Clinical Box	Drug	RxNorm Extension	Valid	Standard
36418456	OMOP4760767	23 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm Extension	Valid	Standard
36418473	OMOP4760784	22.8 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet] Box of 3	Quant Branded Box	Drug	RxNorm Extension	Valid	Standard
36418474	OMOP4760785	22.8 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet] Box of 2	Quant Branded Box	Drug	RxNorm Extension	Valid	Standard
36418475	OMOP4760786	22.8 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet] Box of 1	Quant Branded Box	Drug	RxNorm Extension	Valid	Standard
36418476	OMOP4760787	22.8 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
36418477	OMOP4760788	22.8 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler Box of 3	Quant Clinical Box	Drug	RxNorm Extension	Valid	Standard
36418478	OMOP4760789	22.8 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler Box of 2	Quant Clinical Box	Drug	RxNorm Extension	Valid	Standard
36418479	OMOP4760790	22.8 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler Box of 1	Quant Clinical Box	Drug	RxNorm Extension	Valid	Standard
36418480	OMOP4760791	22.8 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm Extension	Valid	Standard
36418629	OMOP4760934	9 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler Box of 1	Quant Clinical Box	Drug	RxNorm Extension	Valid	Standard
36418630	OMOP4760935	9 ML Beclomethasone 0.556 MG/ML Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm Extension	Valid	Standard
36419536	OMOP4761829	Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet] Box of 3	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
36419537	OMOP4761830	Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet] Box of 2	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
36419539	OMOP4761831	Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet] Box of 1	Branded Drug Box	Drug	RxNorm Extension	Valid	Standard
36419540	OMOP4761832	Beclomethasone 0.556 MG/ML Metered Dose Inhaler [Beclomet]	Branded Drug	Drug	RxNorm Extension	Valid	Standard
36419541	OMOP4761833	Beclomethasone 0.556 MG/ML Metered Dose Inhaler Box of 3	Clinical Drug Box	Drug	RxNorm Extension	Valid	Standard
36419542	OMOP4761834	Beclomethasone 0.556 MG/ML Metered Dose Inhaler Box of 2	Clinical Drug Box	Drug	RxNorm Extension	Valid	Standard
36419543	OMOP4761835	Beclomethasone 0.556 MG/ML Metered Dose Inhaler Box of 1	Clinical Drug Box	Drug	RxNorm Extension	Valid	Standard
36419544	OMOP4761836	Beclomethasone 0.556 MG/ML Metered Dose Inhaler	Clinical Drug	Drug	RxNorm Extension	Valid	Standard
36479148	68788702501	120 ACTUAT Beclomethasone Dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar]	11-digit NDC	Drug	NDC	Valid	Non-standard
36497272	59310030240	Breath-Actuated 120 ACTUAT Beclomethasone Dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler [Qvar]	11-digit NDC	Drug	NDC	Valid	Non-standard
36497797	59310030480	Breath-Actuated 120 ACTUAT Beclomethasone Dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar]	11-digit NDC	Drug	NDC	Valid	Non-standard
40142531	746482	200 ACTUAT Beclomethasone 0.042 MG/ACTUAT Metered Dose Inhaler [Beconase]	Branded Drug	Drug	RxNorm	Invalid	Non-standard
40142534	746454	200 ACTUAT Beclomethasone 0.8 MG/ACTUAT Metered Dose Inhaler	Clinical Drug	Drug	RxNorm	Invalid	Non-standard
40142784	746190	Beclomethasone Metered Dose Inhaler	Clinical Drug Form	Drug	RxNorm	Valid	Standard
40142785	746192	Beclomethasone Metered Dose Inhaler [Beclovent]	Branded Drug Form	Drug	RxNorm	Valid	Standard
40142786	746481	Beclomethasone Metered Dose Inhaler [Beconase]	Branded Drug Form	Drug	RxNorm	Invalid	Non-standard
40151749	801854	Beclomethasone Metered Dose Inhaler [Qvar]	Branded Drug Form	Drug	RxNorm	Valid	Standard
40173396	966675	120 ACTUAT Beclomethasone Dipropionate 0.084 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm	Valid	Standard
40173401	966536	100 ACTUAT Beclomethasone Dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm	Valid	Standard
40173402	966538	100 ACTUAT Beclomethasone Dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler [Qvar]	Quant Branded Drug	Drug	RxNorm	Valid	Standard
40173403	966540	100 ACTUAT Beclomethasone Dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm	Valid	Standard
40173404	966542	100 ACTUAT Beclomethasone Dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar]	Quant Branded Drug	Drug	RxNorm	Valid	Standard
40173436	966623	200 ACTUAT Beclomethasone Dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm	Valid	Standard
40173437	966548	200 ACTUAT Beclomethasone Dipropionate 0.042 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm	Valid	Standard
40173438	966550	200 ACTUAT Beclomethasone Dipropionate 0.042 MG/ACTUAT Metered Dose Inhaler [Beclovent]	Quant Branded Drug	Drug	RxNorm	Valid	Standard
40173439	966562	200 ACTUAT Beclomethasone Dipropionate 0.042 MG/ACTUAT Metered Dose Inhaler [Vanceril]	Quant Branded Drug	Drug	RxNorm	Valid	Standard
40173442	966564	200 ACTUAT Beclomethasone Dipropionate 0.084 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm	Valid	Standard
40173443	966566	200 ACTUAT Beclomethasone Dipropionate 0.084 MG/ACTUAT Metered Dose Inhaler [Vanceril]	Quant Branded Drug	Drug	RxNorm	Valid	Standard
40173452	966635	80 ACTUAT Beclomethasone Dipropionate 0.042 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm	Valid	Standard
40173742	966561	Beclomethasone Metered Dose Inhaler [Vanceril]	Branded Drug Form	Drug	RxNorm	Valid	Standard
40710180	OMOP4746976	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Beclazone] by TEVA	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710181	OMOP4746975	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Beclazone]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
40710182	OMOP4746974	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Clenil Modulite] by Chiesi	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710183	OMOP4746973	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Clenil Modulite] by Mawdsley-Brooks	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710184	OMOP4746972	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Clenil Modulite] by Waymade	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710185	OMOP4746971	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Clenil Modulite]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
40710186	OMOP4746970	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBec] by Meda	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710187	OMOP4746969	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBec]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
40710188	OMOP4746968	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Filair] by Meda	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710189	OMOP4746967	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Filair]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
40710190	OMOP4746966	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Becloforte] by Glaxosmithkline	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710191	OMOP4746965	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Becloforte] by Waymade	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710192	OMOP4746964	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Becloforte] by Dowelhurst	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710193	OMOP4746963	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Becloforte]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
40710194	OMOP4746962	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Beclazone Easi-Breathe] by TEVA	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710195	OMOP4746961	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Beclazone Easi-Breathe] by Dowelhurst	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710196	OMOP4746960	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Beclazone Easi-Breathe]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
40710197	OMOP4746959	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler by TEVA	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710198	OMOP4746958	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler by Almus	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710199	OMOP4746957	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler by Kent	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710200	OMOP4746956	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler by A A H	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710201	OMOP4746955	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler by Mylan	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710202	OMOP4746954	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler by Alliance	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40710203	OMOP4746953	200 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler by Phoenix Healthcare Distribution	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40711010	OMOP4746257	180 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Becloforte] by Waymade	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40711011	OMOP4746256	180 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Becloforte] by Dowelhurst	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40711012	OMOP4746255	180 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Becloforte]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
40711013	OMOP4746254	180 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm Extension	Valid	Standard
40712756	OMOP4744363	80 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Becloforte] by Glaxosmithkline	Marketed Product	Drug	RxNorm Extension	Valid	Standard
40712757	OMOP4744362	80 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler [Becloforte]	Quant Branded Drug	Drug	RxNorm Extension	Valid	Standard
40712758	OMOP4744361	80 ACTUAT Beclomethasone 0.25 MG/ACTUAT Metered Dose Inhaler	Quant Clinical Drug	Drug	RxNorm Extension	Valid	Standard
