Id	Code	Name	Concept Class Id	Domain	Vocabulary	Invalid Reason	Standard Concept
44956584	68115065201	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
44976804	00456555063	60 ACTUAT flunisolide 0.08 MG/ACTUAT Metered Dose Inhaler [Aerospan]	11-digit NDC	Drug	NDC	Valid	Non-standard
44990904	75989055063	60 ACTUAT flunisolide 0.078 MG/ACTUAT Metered Dose Inhaler [Aerospan]	11-digit NDC	Drug	NDC	Invalid	Non-standard
44991903	00089079798	50 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45009065	00089079799	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45010901	00456067299	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45010909	00456555006	60 ACTUAT flunisolide 0.08 MG/ACTUAT Metered Dose Inhaler [Aerospan]	11-digit NDC	Drug	NDC	Valid	Non-standard
45045084	00456555012	120 ACTUAT flunisolide 0.08 MG/ACTUAT Metered Dose Inhaler [Aerospan]	11-digit NDC	Drug	NDC	Valid	Non-standard
45056405	60346028274	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45087671	54569101300	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45094344	00089079621	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45139204	55045186803	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45146126	00247065907	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45164282	00456067298	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45179355	00089079700	50 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45179356	00089079721	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45181146	00456067098	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45189439	53002088099	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45229927	75989055006	60 ACTUAT flunisolide 0.08 MG/ACTUAT Metered Dose Inhaler [Aerospan]	11-digit NDC	Drug	NDC	Valid	Non-standard
45280737	68115065301	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45300220	00247070307	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45309081	52959013100	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45310133	54868529400	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45326953	54868188301	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45344260	55045252007	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45360845	54569397600	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45378101	54868188310	100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]	11-digit NDC	Drug	NDC	Invalid	Non-standard
45383397	75989055012	120 ACTUAT flunisolide 0.08 MG/ACTUAT Metered Dose Inhaler [Aerospan]	11-digit NDC	Drug	NDC	Valid	Non-standard
